"Point ID";Latitude;Longitude;Elevation;Cartesian_X;Cartesian_Y;Cartesian_Z;Local_N;Local_E;Local_Z;"Ant_Hgt KI";"Ant_Hgt True";Dev_1;Dev_2;Solution;#SV;PDOP;HDOP;VDOP;Note;"PC DATE STAMP";"PC TIME STAMP";"GPS START TIME";"GPS END TIME"
320;"49 06 58,37530080";"23 07 58,27131480";721,918000;3846804,7158696;1643408,9342678;4799573,8234252;5433527,0317;1273319,9555;684,6374;" 2,0000 m";2,0940;0,015;0,033;FIXED;16;1,597;0,700;1,435;MEG;04-04-2017;14:45:11;"Tue, 04 Apr 2017 14:45:17 ";"Tue, 04 Apr 2017 14:45:17 "
321;"49 06 58,48049340";"23 07 58,33997280";721,138000;3846801,4397917;1643409,0488399;4799575,3609271;5433530,2745;1273321,3636;683,8573;" 2,0000 m";2,0940;0,014;0,032;FIXED;15;1,540;0,700;1,372;MEG;04-04-2017;14:45:19;"Tue, 04 Apr 2017 14:45:38 ";"Tue, 04 Apr 2017 14:45:38 "
322;"49 06 58,47306840";"23 07 58,35025920";721,124000;3846801,5088994;1643409,3052163;4799575,2001938;5433530,0441;1273321,5710;683,8433;" 2,0000 m";2,0940;0,016;0,034;FIXED;16;1,382;0,600;1,245;DOR;04-04-2017;14:45:41;"Tue, 04 Apr 2017 14:45:52 ";"Tue, 04 Apr 2017 14:45:52 "
323;"49 06 58,68440940";"23 07 58,55691120";719,419000;3846794,2965041;1643410,7813987;4799578,184895;5433536,5526;1273325,7933;682,1380;" 2,0000 m";2,0940;0,016;0,032;FIXED;13;1,668;0,800;1,464;DOR;04-04-2017;14:45:54;"Tue, 04 Apr 2017 14:46:10 ";"Tue, 04 Apr 2017 14:46:10 "
324;"49 06 58,69114740";"23 07 58,50524340";719,660000;3846794,7084898;1643409,8179436;4799578,5033566;5433536,7658;1273324,7465;682,3790;" 2,0000 m";2,0940;0,017;0,036;FIXED;16;1,483;0,700;1,307;MEG;04-04-2017;14:46:12;"Tue, 04 Apr 2017 14:46:24 ";"Tue, 04 Apr 2017 14:46:24 "
325;"49 06 58,92708300";"23 07 58,79310480";717,982000;3846786,3370115;1643412,5898939;4799582,0058157;5433544,0261;1273330,6192;680,7008;" 2,0000 m";2,0940;0,019;0,032;FIXED;11;1,943;1,100;1,602;MEG;04-04-2017;14:46:26;"Tue, 04 Apr 2017 14:46:38 ";"Tue, 04 Apr 2017 14:46:38 "
326;"49 06 58,56709500";"23 07 57,88815480";719,756000;3846802,3475757;1643399,4724344;4799576,0673435;5433532,9943;1273312,2145;682,4746;" 2,0000 m";2,0940;0,021;0,065;FIXED;14;3,761;0,800;3,675;MEG;04-04-2017;14:46:40;"Tue, 04 Apr 2017 14:47:03 ";"Tue, 04 Apr 2017 14:47:03 "
327;"49 06 58,56560220";"23 07 57,88988700";719,790000;3846802,3863049;1643399,5271812;4799576,0628613;5433532,9480;1273312,2494;682,5086;" 2,0000 m";2,0940;0,022;0,057;FIXED;13;2,418;1,100;2,153;MEG;04-04-2017;14:47:06;"Tue, 04 Apr 2017 14:47:08 ";"Tue, 04 Apr 2017 14:47:08 "
328;"49 06 58,85662980";"23 07 58,06268460";717,207000;3846793,2034868;1643399,4149745;4799579,9951793;5433541,9215;1273315,7971;679,9252;" 2,0000 m";2,0940;0,014;0,030;FIXED;16;1,416;0,700;1,231;MEG;04-04-2017;14:47:10;"Tue, 04 Apr 2017 14:47:21 ";"Tue, 04 Apr 2017 14:47:21 "
329;"49 06 59,20953060";"23 07 58,32501240";713,273000;3846781,1651242;1643400,05728;4799584,1572688;5433552,7976;1273321,1696;675,9907;" 2,0000 m";2,0940;0,014;0,030;FIXED;16;1,489;0,700;1,314;MEG;04-04-2017;14:47:23;"Tue, 04 Apr 2017 14:48:07 ";"Tue, 04 Apr 2017 14:48:07 "
330;"49 06 59,45608860";"23 07 59,42776500";714,913000;3846768,0699429;1643418,7823812;4799590,3830599;5433560,3059;1273343,5682;677,6313;" 2,0000 m";2,0940;0,064;0,142;FIXED;8;3,911;3,500;1,746;MEG+3;04-04-2017;14:48:09;"Tue, 04 Apr 2017 14:51:53 ";"Tue, 04 Apr 2017 14:51:53 "
331;"49 06 59,71691700";"23 07 58,96304460";710,710000;3846763,640159;1643406,6411747;4799592,4798623;5433568,4091;1273334,1836;673,4273;" 2,0000 m";2,0940;0,074;0,113;FIXED;12;3,235;0,900;3,107;DN+1;04-04-2017;14:51:56;"Tue, 04 Apr 2017 14:52:59 ";"Tue, 04 Apr 2017 14:52:59 "
332;"49 06 59,80635060";"23 07 58,69620060";709,117000;3846762,8863421;1643400,4342965;4799593,0840015;5433571,1982;1273328,7860;671,8339;" 2,0000 m";2,0940;0,027;0,078;FIXED;7;6,298;2,000;5,972;MEG;04-04-2017;14:53:02;"Tue, 04 Apr 2017 14:53:30 ";"Tue, 04 Apr 2017 14:53:30 "
333;"49 06 59,75109660";"23 07 58,64366280";709,458000;3846764,6970539;1643400,0492222;4799592,2244725;5433569,4964;1273327,7124;672,1749;" 2,0000 m";2,0940;0,077;0,169;FIXED;7;4,987;2,200;4,476;OD;04-04-2017;14:53:33;"Tue, 04 Apr 2017 14:53:48 ";"Tue, 04 Apr 2017 14:53:48 "
334;"49 06 59,77897380";"23 07 58,50388260";708,863000;3846764,8538022;1643397,0335519;4799592,3383562;5433570,3714;1273324,8821;671,5797;" 2,0000 m";2,0940;0,048;0,117;FIXED;9;3,645;1,300;3,405;OD;04-04-2017;14:53:51;"Tue, 04 Apr 2017 14:54:05 ";"Tue, 04 Apr 2017 14:54:05 "
335;"49 06 59,77694940";"23 07 59,67022080";711,977000;3846757,4788246;1643419,6046349;4799594,6517375;5433570,1941;1273348,5328;674,6949;" 2,0000 m";2,0940;0,053;0,064;FIXED;10;3,657;1,500;3,335;DN+1;04-04-2017;14:54:08;"Tue, 04 Apr 2017 14:55:26 ";"Tue, 04 Apr 2017 14:55:26 "
VRSx_WEST_870;"49 06 57,03828048";"23 07 56,78495904";725,6570;3846847,5283526;1643394,4445259;4799549,6128081;;;;" 2,0000 m";2,0940;;;;;;;;"* Base *";04-04-2017;14:55:29;;
336;"49 06 50,84920080";"23 07 55,66914060";736,978000;3846996,1742668;1643433,337992;4799433,0124452;5433294,7879;1273266,0634;699,6371;" 2,0000 m";2,0940;0,011;0,023;FIXED;14;1,846;0,800;1,664;MEG;04-04-2017;14:55:29;"Tue, 04 Apr 2017 15:03:53 ";"Tue, 04 Apr 2017 15:03:53 "
337;"49 06 50,84553180";"23 07 55,57330440";736,267000;3846996,5886874;1643431,4014117;4799432,4007205;5433294,6840;1273264,1194;698,9261;" 2,0000 m";2,0940;0,011;0,023;FIXED;15;1,698;0,700;1,547;MEGSUS;04-04-2017;15:03:55;"Tue, 04 Apr 2017 15:04:06 ";"Tue, 04 Apr 2017 15:04:06 "
VRSx_WEST_881;"49 06 50,76797940";"23 07 55,70327748";737,0470;3846997,6884257;1643434,7377118;4799431,4220718;;;;" 2,0000 m";2,0940;;;;;;;;"* Base *";04-04-2017;15:10:01;;
338;"49 06 50,76802140";"23 07 55,70063340";737,034000;3846997,7007654;1643434,6846694;4799431,4130929;5433292,2769;1273266,6899;699,6933;" 2,0000 m";2,0940;0,009;0,020;FIXED;16;1,770;0,800;1,579;MEGS;04-04-2017;15:10:01;"Tue, 04 Apr 2017 15:10:00 ";"Tue, 04 Apr 2017 15:10:00 "
339;"49 06 50,93913360";"23 07 56,19985980";740,695000;3846992,2513366;1643443,366873;4799437,6412614;5433297,5138;1273276,8393;703,3545;" 2,0000 m";2,0940;0,009;0,020;FIXED;16;1,517;0,700;1,346;MEG;04-04-2017;15:10:04;"Tue, 04 Apr 2017 15:10:39 ";"Tue, 04 Apr 2017 15:10:39 "
340;"49 06 51,03901080";"23 07 56,21089800";741,071000;3846990,2443763;1643442,7529375;4799439,9453366;5433300,5981;1273277,0781;703,7303;" 2,0000 m";2,0940;0,009;0,021;FIXED;15;1,500;0,700;1,327;MEGS;04-04-2017;15:10:41;"Tue, 04 Apr 2017 15:10:54 ";"Tue, 04 Apr 2017 15:10:54 "
341;"49 06 50,93412840";"23 07 56,73304740";744,635000;3846990,4821826;1643454,3702998;4799440,518741;5433297,3066;1273287,6510;707,2950;" 2,0000 m";2,0940;0,009;0,020;FIXED;14;2,221;0,900;2,030;MEG;04-04-2017;15:10:56;"Tue, 04 Apr 2017 15:11:15 ";"Tue, 04 Apr 2017 15:11:15 "
342;"49 06 50,93204580";"23 07 56,73623340";744,686000;3846990,5322295;1643454,461946;4799440,5151814;5433297,2420;1273287,7153;707,3460;" 2,0000 m";2,0940;0,009;0,019;FIXED;17;1,500;0,700;1,327;MEG;04-04-2017;15:11:25;"Tue, 04 Apr 2017 15:11:26 ";"Tue, 04 Apr 2017 15:11:26 "
343;"49 06 50,06488620";"23 07 56,98139520";746,879000;3847008,5251963;1643467,5556031;4799424,6365176;5433270,4293;1273292,5569;709,5410;" 2,0000 m";2,0940;0,009;0,020;FIXED;17;1,730;0,700;1,582;MEG;04-04-2017;15:11:28;"Tue, 04 Apr 2017 15:12:27 ";"Tue, 04 Apr 2017 15:12:27 "
344;"49 06 50,06103480";"23 07 57,06270180";747,667000;3847008,4344125;1643469,3100127;4799425,1543681;5433270,3023;1273294,2051;710,3291;" 2,0000 m";2,0940;0,009;0,020;FIXED;15;1,500;0,700;1,327;MEG;04-04-2017;15:12:29;"Tue, 04 Apr 2017 15:12:35 ";"Tue, 04 Apr 2017 15:12:35 "
345;"49 06 50,08227780";"23 07 57,20249280";749,267000;3847007,8273856;1643472,1337367;4799426,7935871;5433270,9448;1273297,0431;711,9292;" 2,0000 m";2,0940;0,010;0,021;FIXED;16;1,521;0,700;1,350;MEGS;04-04-2017;15:12:37;"Tue, 04 Apr 2017 15:12:54 ";"Tue, 04 Apr 2017 15:12:54 "
346;"49 06 49,99653120";"23 07 57,16026900";749,062000;3847009,8822262;1643472,0803464;4799424,9045425;5433268,3000;1273296,1740;711,7243;" 2,0000 m";2,0940;0,009;0,020;FIXED;17;1,500;0,700;1,327;MEGS;04-04-2017;15:12:56;"Tue, 04 Apr 2017 15:13:02 ";"Tue, 04 Apr 2017 15:13:02 "
347;"49 06 49,23322620";"23 07 57,31102140";748,535000;3847024,7593305;1643481,760776;4799409,0696953;5433244,7050;1273299,1167;711,1990;" 2,0000 m";2,0940;0,009;0,022;FIXED;15;1,727;0,700;1,579;MEG;04-04-2017;15:13:04;"Tue, 04 Apr 2017 15:14:00 ";"Tue, 04 Apr 2017 15:14:00 "
348;"49 06 49,22276220";"23 07 57,45659580";749,610000;3847024,4712577;1643484,8483275;4799409,6707903;5433244,3674;1273302,0673;712,2742;" 2,0000 m";2,0940;0,009;0,022;FIXED;14;1,930;0,800;1,756;MEGS;04-04-2017;15:14:02;"Tue, 04 Apr 2017 15:14:15 ";"Tue, 04 Apr 2017 15:14:15 "
349;"49 06 49,20767640";"23 07 56,09286000";740,716000;3847030,3076363;1643457,2647523;4799402,6417574;5433244,0357;1273274,4097;703,3788;" 2,0000 m";2,0940;0,010;0,023;FIXED;15;1,724;0,700;1,575;MEG;04-04-2017;15:14:17;"Tue, 04 Apr 2017 15:15:13 ";"Tue, 04 Apr 2017 15:15:13 "
350;"49 06 49,14940680";"23 07 56,38134120";742,642000;3847030,4200302;1643463,6751505;4799402,9194356;5433242,2072;1273280,2511;705,3053;" 2,0000 m";2,0940;0,009;0,020;FIXED;17;1,493;0,700;1,319;MEGS;04-04-2017;15:15:15;"Tue, 04 Apr 2017 15:15:57 ";"Tue, 04 Apr 2017 15:15:57 "
351;"49 06 49,21367100";"23 07 56,37101580";742,226000;3847028,8715278;1643462,7859011;4799403,9045618;5433244,1935;1273280,0513;704,8891;" 2,0000 m";2,0940;0,009;0,020;FIXED;17;1,545;0,700;1,377;MEGS;04-04-2017;15:15:59;"Tue, 04 Apr 2017 15:16:07 ";"Tue, 04 Apr 2017 15:16:07 "
352;"49 06 49,44806880";"23 07 56,05168140";739,724000;3847024,8750845;1643454,0357756;4799406,7532876;5433251,4660;1273273,6107;702,3863;" 2,0000 m";2,0940;0,010;0,023;FIXED;16;2,438;0,700;2,335;MEGS;04-04-2017;15:16:09;"Tue, 04 Apr 2017 15:17:00 ";"Tue, 04 Apr 2017 15:17:00 "
353;"49 06 49,21980600";"23 07 55,94167200";740,014000;3847030,82916;1643454,1531357;4799402,3563376;5433244,4253;1273271,3455;702,6767;" 2,0000 m";2,0940;0,009;0,019;FIXED;17;1,607;0,700;1,447;MEGS;04-04-2017;15:17:02;"Tue, 04 Apr 2017 15:17:34 ";"Tue, 04 Apr 2017 15:17:34 "
354;"49 06 50,49525300";"23 07 55,79390160";737,827000;3847003,2939608;1643439,1310676;4799426,4964177;5433283,8413;1273268,5403;700,4870;" 2,0000 m";2,0940;0,012;0,030;FIXED;13;1,827;0,800;1,642;MEG;04-04-2017;15:17:36;"Tue, 04 Apr 2017 15:18:33 ";"Tue, 04 Apr 2017 15:18:33 "
355;"49 07 01,52693460";"23 08 00,04176420";709,041000;3846715,1610848;1643409,7193151;4799627,8198139;5433624,2185;1273356,3288;671,7557;" 2,0000 m";2,0940;0,018;0,050;FIXED;11;2,044;1,000;1,783;VOR;04-04-2017;15:18:35;"Tue, 04 Apr 2017 15:23:54 ";"Tue, 04 Apr 2017 15:23:54 "
356;"49 07 01,69087320";"23 07 59,95417980";708,686000;3846712,1237677;1643406,4901766;4799630,8665294;5433629,2916;1273354,5773;671,4003;" 2,0000 m";2,0940;0,020;0,059;FIXED;8;3,196;1,600;2,767;VOR;04-04-2017;15:23:56;"Tue, 04 Apr 2017 15:24:04 ";"Tue, 04 Apr 2017 15:24:04 "
357;"49 07 01,65242100";"23 07 59,99423520";708,679000;3846712,626385;1643407,5882595;4799630,0836695;5433628,0997;1273355,3838;671,3934;" 2,0000 m";2,0940;0,025;0,055;FIXED;13;1,947;0,900;1,727;DOR;04-04-2017;15:24:06;"Tue, 04 Apr 2017 15:24:56 ";"Tue, 04 Apr 2017 15:24:56 "
358;"49 07 01,66215180";"23 08 00,09234660";708,537000;3846711,5501956;1643409,2921637;4799630,1730835;5433628,3907;1273357,3747;671,2515;" 2,0000 m";2,0940;0,034;0,055;FIXED;10;2,728;1,200;2,450;DOR;04-04-2017;15:24:58;"Tue, 04 Apr 2017 15:25:16 ";"Tue, 04 Apr 2017 15:25:16 "
359;"49 07 02,21261280";"23 07 59,92909320";706,716000;3846699,930717;1643400,7277768;4799639,9275368;5433645,4117;1273354,1467;669,4292;" 2,0000 m";2,0940;0,021;0,054;FIXED;12;2,682;1,100;2,446;DOR;04-04-2017;15:25:20;"Tue, 04 Apr 2017 15:25:41 ";"Tue, 04 Apr 2017 15:25:41 "
360;"49 07 02,21275020";"23 07 59,84230920";706,615000;3846700,5584204;1643399,0820814;4799639,8539541;5433645,4245;1273352,3869;669,3281;" 2,0000 m";2,0940;0,023;0,058;FIXED;12;2,682;1,100;2,446;DOR;04-04-2017;15:25:43;"Tue, 04 Apr 2017 15:25:46 ";"Tue, 04 Apr 2017 15:25:46 "
VRSx_WEST_911;"49 07 02,61875928";"23 08 00,02861880";707,6429;3846690,9714088;1643399,095003;4799648,8412437;;;;" 2,0000 m";2,0940;;;;;;;;"* Base *";04-04-2017;15:25:48;;
361;"49 07 02,51887920";"23 08 00,25462020";708,176000;3846691,6370971;1643404,3634492;4799647,2245637;5433654,8410;1273360,7934;670,8889;" 2,0000 m";2,0940;0,015;0,035;FIXED;13;2,627;1,000;2,429;L04;04-04-2017;15:25:48;"Tue, 04 Apr 2017 15:26:33 ";"Tue, 04 Apr 2017 15:26:33 "
362;"49 07 02,93130480";"23 07 59,83959960";705,166000;3846684,2729499;1643392,0647983;4799653,2887271;5433667,6225;1273352,4395;667,8776;" 2,0000 m";2,0940;0,017;0,045;FIXED;12;3,142;1,100;2,943;DOR;04-04-2017;15:26:35;"Tue, 04 Apr 2017 15:26:58 ";"Tue, 04 Apr 2017 15:26:58 "
363;"49 07 02,93078640";"23 07 59,74612140";705,172000;3846685,0324736;1643390,3277998;4799653,2827805;5433667,6157;1273350,5439;667,8835;" 2,0000 m";2,0940;0,019;0,049;FIXED;12;2,880;1,100;2,662;DOR;04-04-2017;15:27:00;"Tue, 04 Apr 2017 15:27:04 ";"Tue, 04 Apr 2017 15:27:04 "
364;"49 07 02,82173520";"23 07 59,70361500";706,044000;3846688,238461;1643390,7600711;4799651,7368776;5433664,2510;1273349,6656;668,7557;" 2,0000 m";2,0940;0,021;0,053;FIXED;13;2,624;1,000;2,426;MEGOD;04-04-2017;15:27:06;"Tue, 04 Apr 2017 15:27:28 ";"Tue, 04 Apr 2017 15:27:28 "
365;"49 07 02,81688000";"23 07 59,57317440";705,544000;3846689,0810809;1643388,2434358;4799651,2606716;5433664,1138;1273347,0199;668,2556;" 2,0000 m";2,0940;0,016;0,041;FIXED;13;2,622;1,000;2,424;MEGOD;04-04-2017;15:27:30;"Tue, 04 Apr 2017 15:27:40 ";"Tue, 04 Apr 2017 15:27:40 "
VRSx_WEST_304;"49 31 10,08989328";"23 12 02,30852340";353,3224;3813374,5045201;1634464,9201082;4828531,5984714;;;;" 2,0000 m";2,0940;;;;;;;;"* Base *";04-04-2017;15:27:42;;
366;"49 07 02,21051760";"23 07 59,78493780";707,191000;3846701,410166;1643398,1807438;4799640,2442927;5433645,3612;1273351,2232;669,9040;" 2,0000 m";2,0940;0,083;0,164;FLOAT;14;1,832;0,800;1,648;MEGOD;04-04-2017;15:27:42;"Tue, 04 Apr 2017 15:29:10 ";"Tue, 04 Apr 2017 15:29:10 "
VRSx_WEST_911;"49 07 02,61875928";"23 08 00,02861880";707,6429;3846690,9714088;1643399,095003;4799648,8412437;;;;" 2,0000 m";2,0940;;;;;;;;"* Base *";04-04-2017;15:29:14;;
367;"49 07 01,91632980";"23 07 59,23887480";706,076000;3846711,4090641;1643390,4100475;4799633,4523438;5433636,3267;1273340,1063;668,7891;" 2,0000 m";2,0940;0,021;0,049;FIXED;11;1,991;1,100;1,659;MEG;04-04-2017;15:29:14;"Tue, 04 Apr 2017 15:30:16 ";"Tue, 04 Apr 2017 15:30:16 "
368;"49 07 01,05279120";"23 07 58,57572540";705,245000;3846734,741661;1643385,7535516;4799615,3618681;5433609,7153;1273326,5297;667,9592;" 2,0000 m";2,0940;0,173;0,409;FLOAT;8;4,982;1,600;4,718;OD;04-04-2017;15:30:18;"Tue, 04 Apr 2017 15:32:07 ";"Tue, 04 Apr 2017 15:32:07 "
VRSx_WEST_921;"49 07 00,79332024";"23 07 58,41312060";705,2390;3846741,607128;1643385,1006134;4799610,1103777;;;;" 2,0000 m";2,0940;;;;;;;;"* Base *";04-04-2017;15:32:11;;
369;"49 07 00,77302260";"23 07 58,31116680";704,473000;3846742,3943821;1643383,1885221;4799609,1207923;5433601,0987;1273321,1232;667,1875;" 2,0000 m";2,0940;0,014;0,032;FIXED;11;2,119;1,100;1,811;L04N;04-04-2017;15:32:11;"Tue, 04 Apr 2017 15:33:41 ";"Tue, 04 Apr 2017 15:33:41 "
370;"49 07 00,74336220";"23 07 58,79140140";706,234000;3846740,265225;1643392,869677;4799609,8524043;5433600,1352;1273330,8568;668,9491;" 2,0000 m";2,0940;0,023;0,042;FIXED;10;3,278;1,400;2,964;L04N;04-04-2017;15:33:43;"Tue, 04 Apr 2017 15:34:13 ";"Tue, 04 Apr 2017 15:34:13 "
371;"49 07 00,74218020";"23 07 58,79448960";706,247000;3846740,2738346;1643392,9414602;4799609,8383308;5433600,0984;1273330,9193;668,9621;" 2,0000 m";2,0940;0,023;0,045;FIXED;10;3,355;1,300;3,093;L04;04-04-2017;15:34:15;"Tue, 04 Apr 2017 15:34:22 ";"Tue, 04 Apr 2017 15:34:22 "
372;"49 07 00,85212660";"23 07 58,77150720";706,013000;3846737,954408;1643391,4437236;4799611,8847253;5433603,4971;1273330,4697;668,7278;" 2,0000 m";2,0940;0,024;0,046;FLOAT;9;3,210;1,500;2,838;L04V;04-04-2017;15:34:24;"Tue, 04 Apr 2017 15:34:35 ";"Tue, 04 Apr 2017 15:34:35 "
373;"49 07 00,94129140";"23 07 58,82703360";706,443000;3846735,8555239;1643391,7715854;4799614,0128933;5433606,2461;1273331,6090;669,1577;" 2,0000 m";2,0940;0,064;0,107;FLOAT;9;3,347;1,500;2,992;MEG+1;04-04-2017;15:34:38;"Tue, 04 Apr 2017 15:35:38 ";"Tue, 04 Apr 2017 15:35:38 "
374;"49 07 01,13393100";"23 07 59,29400880";708,276000;3846729,1002283;1643399,1839462;4799619,2942344;5433612,1513;1273341,1071;670,9908;" 2,0000 m";2,0940;0,022;0,052;FIXED;7;5,434;1,900;5,091;DN;04-04-2017;15:35:43;"Tue, 04 Apr 2017 15:36:31 ";"Tue, 04 Apr 2017 15:36:31 "
VRSx_WEST_935;"49 07 00,88110012";"23 07 59,51004240";710,2040;3846733,970349;1643406,028823;4799615,6392122;;;;" 2,0000 m";2,0940;;;;;;;;"* Base *";04-04-2017;15:36:34;;
375;"49 07 01,03748460";"23 07 59,75932200";709,092000;3846727,95572;1643408,9566931;4799617,9608557;5433609,1261;1273350,5282;671,8074;" 2,0000 m";2,0940;0,020;0,050;FIXED;5;9,200;3,300;8,588;DN;04-04-2017;15:36:34;"Tue, 04 Apr 2017 15:38:41 ";"Tue, 04 Apr 2017 15:38:41 "
376;"49 07 00,68106000";"23 08 00,25585080";710,981000;3846732,7927289;1643421,9733193;4799612,1814944;5433598,0665;1273360,5434;673,6976;" 2,0000 m";2,0940;0,025;0,065;FIXED;5;9,712;3,300;9,134;MEGOD;04-04-2017;15:38:44;"Tue, 04 Apr 2017 15:39:16 ";"Tue, 04 Apr 2017 15:39:16 "
377;"49 07 00,69523320";"23 08 00,40674540";711,418000;3846731,5490507;1643424,7697304;4799612,798494;5433598,4896;1273363,6054;674,1348;" 2,0000 m";2,0940;0,206;0,389;FLOAT;9;2,348;1,700;1,619;DOR;04-04-2017;15:39:19;"Tue, 04 Apr 2017 15:40:49 ";"Tue, 04 Apr 2017 15:40:49 "
378;"49 07 00,31501560";"23 08 00,34821540";709,578000;3846739,0751106;1643426,6942714;4799603,7186848;5433586,7496;1273362,3617;672,2955;" 2,0000 m";2,0940;0,990;0,884;FLOAT;10;3,122;1,400;2,791;DOR;04-04-2017;15:40:53;"Tue, 04 Apr 2017 15:41:31 ";"Tue, 04 Apr 2017 15:41:31 "
379;"49 07 00,32619240";"23 08 00,27480000";709,420000;3846739,3248717;1643425,1819121;4799603,825245;5433587,1021;1273360,8746;672,1374;" 2,0000 m";2,0940;0,947;0,905;FLOAT;8;3,535;1,600;3,152;DOR;04-04-2017;15:41:35;"Tue, 04 Apr 2017 15:41:38 ";"Tue, 04 Apr 2017 15:41:38 "
380;"49 07 01,07633460";"23 08 00,36000480";710,360000;3846723,0984633;1643420,1286294;4799619,7051382;5433610,2672;1273362,7146;673,0759;" 2,0000 m";2,0940;0,022;0,050;FIXED;9;3,335;1,700;2,869;L04;04-04-2017;15:41:42;"Tue, 04 Apr 2017 15:43:21 ";"Tue, 04 Apr 2017 15:43:21 "
381;"49 07 01,53184620";"23 07 59,45741520";707,689000;3846718,897599;1643398,4288239;4799626,8969568;5433624,4277;1273344,4802;670,4031;" 2,0000 m";2,0940;0,018;0,034;FIXED;10;2,767;1,400;2,387;DG;04-04-2017;15:43:23;"Tue, 04 Apr 2017 15:44:28 ";"Tue, 04 Apr 2017 15:44:28 "
382;"49 07 02,05678440";"23 07 59,15410320";705,077000;3846708,4661512;1643387,2832938;4799635,5372693;5433640,6740;1273338,4083;667,7897;" 2,0000 m";2,0940;0,018;0,035;FIXED;12;1,756;1,000;1,444;KOLOD;04-04-2017;15:44:30;"Tue, 04 Apr 2017 15:45:07 ";"Tue, 04 Apr 2017 15:45:07 "
383;"49 07 02,01170460";"23 07 59,12720880";705,026000;3846709,6180692;1643387,182308;4799634,5871245;5433639,2841;1273337,8562;667,7388;" 2,0000 m";2,0940;0,015;0,029;FIXED;12;1,756;1,000;1,444;KOLOD;04-04-2017;15:45:09;"Tue, 04 Apr 2017 15:45:12 ";"Tue, 04 Apr 2017 15:45:12 "
384;"49 07 02,03491560";"23 07 59,03902740";705,016000;3846709,8160395;1643385,3222043;4799635,0489279;5433640,0098;1273336,0716;667,7286;" 2,0000 m";2,0940;0,015;0,028;FIXED;12;1,754;1,000;1,441;KOLOD;04-04-2017;15:45:14;"Tue, 04 Apr 2017 15:45:20 ";"Tue, 04 Apr 2017 15:45:20 "
385;"49 07 02,13411720";"23 07 59,05359900";705,033000;3846707,5792734;1643384,6879665;4799637,0677966;5433643,0729;1273336,3819;667,7455;" 2,0000 m";2,0940;0,016;0,031;FIXED;6;2,545;2,100;1,438;DG;04-04-2017;15:45:22;"Tue, 04 Apr 2017 15:45:31 ";"Tue, 04 Apr 2017 15:45:31 "
386;"49 07 02,24174880";"23 07 58,60637160";703,485000;3846707,8987772;1643374,9616928;4799638,0739125;5433646,4419;1273327,3293;666,1968;" 2,0000 m";2,0940;0,033;0,083;FIXED;7;7,779;2,700;7,295;DG;04-04-2017;15:45:33;"Tue, 04 Apr 2017 15:45:42 ";"Tue, 04 Apr 2017 15:45:42 "
387;"49 07 02,63390580";"23 07 58,81792200";703,640000;3846697,8828334;1643375,3480595;4799646,1211284;5433658,5356;1273331,6778;666,3512;" 2,0000 m";2,0940;0,094;0,178;FIXED;7;20,256;9,500;17,890;DG;04-04-2017;15:45:45;"Tue, 04 Apr 2017 15:46:02 ";"Tue, 04 Apr 2017 15:46:02 "
388;"49 07 02,51824920";"23 08 00,25958760";708,193000;3846691,6212843;1643404,4662406;4799647,224677;5433654,8210;1273360,8940;670,9059;" 2,0000 m";2,0940;0,042;0,060;FLOAT;9;2,874;1,400;2,510;L04;04-04-2017;15:46:05;"Tue, 04 Apr 2017 15:46:55 ";"Tue, 04 Apr 2017 15:46:55 "
389;"49 07 01,89063840";"23 08 00,91050900";710,651000;3846701,395878;1643422,997141;4799636,39175;5433635,3688;1273373,9994;673,3658;" 2,0000 m";2,0940;0,050;0,080;FIXED;7;3,813;2,100;3,183;DN+1;04-04-2017;15:47:26;"Tue, 04 Apr 2017 15:47:51 ";"Tue, 04 Apr 2017 15:47:51 "
390;"49 07 01,69934760";"23 08 00,75290340";713,308000;3846708,3598256;1643422,4966137;4799634,5323557;5433629,4748;1273370,7748;676,0230;" 2,0000 m";2,0940;0,095;0,160;FIXED;8;3,893;1,700;3,502;DN+1;04-04-2017;15:47:54;"Tue, 04 Apr 2017 15:48:06 ";"Tue, 04 Apr 2017 15:48:06 "
391;"49 07 01,75716600";"23 08 00,75740940";707,084000;3846703,335821;1643420,4495892;4799630,9958887;5433631,2606;1273370,8750;669,7989;" 2,0000 m";2,0940;0,109;0,190;FLOAT;7;10,205;9,700;3,171;DG+1;04-04-2017;15:48:09;"Tue, 04 Apr 2017 15:48:18 ";"Tue, 04 Apr 2017 15:48:18 "
VRSx_WEST_1002;"49 07 03,00587988";"23 08 06,94746168";703,6371;3846625,1174639;1643523,5425307;4799653,6408177;;;;" 2,0000 m";2,0940;;;;;;;;"* Base *";04-04-2017;16:32:30;;
392;"49 07 02,99836380";"23 08 06,79373520";710,635000;3846630,7156632;1643522,5442409;4799658,7796174;5433669,0123;1273493,4630;673,3534;" 2,0000 m";2,0940;0,015;0,020;FIXED;13;1,441;0,800;1,199;T1;04-04-2017;16:32:30;"Tue, 04 Apr 2017 16:32:28 ";"Tue, 04 Apr 2017 16:32:28 "
