"Point ID";Latitude;Longitude;Elevation;Cartesian_X;Cartesian_Y;Cartesian_Z;Local_N;Local_E;Local_Z;"Ant_Hgt KI";"Ant_Hgt True";Dev_1;Dev_2;Solution;#SV;PDOP;HDOP;VDOP;Note;"PC DATE STAMP";"PC TIME STAMP";"GPS START TIME";"GPS END TIME"
242;"49 06 35,12655780";"23 04 32,05892880";606,729000;3848875,9910369;1639745,5684457;4799016,5763344;5432830,6820;1269134,3489;569,1510;" 2,0000 m";2,0940;0,014;0,018;FIXED;13;1,715;0,900;1,460;OD;04-04-2017;13:27:20;"Tue, 04 Apr 2017 13:27:25 ";"Tue, 04 Apr 2017 13:27:25 "
243;"49 06 35,25495780";"23 04 32,09486040";606,686000;3848872,9205741;1639745,0525024;4799019,14063;5432834,6445;1269135,0999;569,1078;" 2,0000 m";2,0940;0,016;0,020;FIXED;11;1,685;1,000;1,356;DOR;04-04-2017;13:27:27;"Tue, 04 Apr 2017 13:27:37 ";"Tue, 04 Apr 2017 13:27:37 "
244;"49 06 35,40519360";"23 04 31,61802120";607,017000;3848873,6825263;1639734,8643978;4799022,4292686;5432839,3384;1269125,4508;569,5070;" 2,0000 m";2,0940;0,016;0,019;FIXED;12;2,033;0,900;1,823;DOR;04-04-2017;13:27:39;"Tue, 04 Apr 2017 13:27:50 ";"Tue, 04 Apr 2017 13:27:50 "
245;"49 06 35,25451320";"23 04 31,32065160";608,491000;3848880,1718706;1639731,073039;4799020,4961558;5432834,7173;1269119,3939;570,9810;" 2,0000 m";2,0940;0,018;0,020;FIXED;14;1,585;0,800;1,368;DN;04-04-2017;13:27:52;"Tue, 04 Apr 2017 13:28:13 ";"Tue, 04 Apr 2017 13:28:13 "
246;"49 06 35,19654720";"23 04 31,17318540";608,716000;3848882,72519;1639728,9096852;4799019,4939252;5432832,9434;1269116,3931;571,2060;" 2,0000 m";2,0940;0,019;0,022;FIXED;12;1,572;1,000;1,213;DN;04-04-2017;13:28:15;"Tue, 04 Apr 2017 13:28:20 ";"Tue, 04 Apr 2017 13:28:20 "
247;"49 06 35,07006360";"23 04 31,29259260";608,839000;3848884,5677693;1639732,3272072;4799017,028863;5432829,0224;1269118,7928;571,3293;" 2,0000 m";2,0940;0,021;0,029;FIXED;12;1,546;1,000;1,179;DN;04-04-2017;13:28:22;"Tue, 04 Apr 2017 13:28:28 ";"Tue, 04 Apr 2017 13:28:28 "
248;"49 06 35,76848940";"23 04 31,25388060";606,832000;3848868,6597649;1639724,6964851;4799029,6368077;5432850,6028;1269118,1288;569,3209;" 2,0000 m";2,0940;0,052;0,080;FIXED;8;10,463;5,700;8,774;DOR;04-04-2017;13:28:30;"Tue, 04 Apr 2017 13:29:18 ";"Tue, 04 Apr 2017 13:29:18 "
249;"49 06 35,92911180";"23 04 31,48180020";606,685000;3848863,3080673;1639727,4413603;4799032,7741468;5432855,5389;1269122,7789;569,1739;" 2,0000 m";2,0940;0,019;0,021;FIXED;12;1,538;0,900;1,247;DOR;04-04-2017;13:29:21;"Tue, 04 Apr 2017 13:29:28 ";"Tue, 04 Apr 2017 13:29:28 "
250;"49 06 35,45600160";"23 04 31,42797360";606,963000;3848874,0691074;1639730,8391797;4799023,4160021;5432840,9296;1269121,6053;569,4527;" 2,0000 m";2,0940;0,017;0,020;FIXED;13;1,513;0,900;1,216;GAS;04-04-2017;13:29:30;"Tue, 04 Apr 2017 13:29:47 ";"Tue, 04 Apr 2017 13:29:47 "
251;"49 06 35,43308040";"23 04 31,34750580";607,040000;3848875,2476766;1639729,5672389;4799023,0106465;5432840,2306;1269119,9694;569,5297;" 2,0000 m";2,0940;0,016;0,020;FIXED;13;1,506;0,900;1,208;GAS;04-04-2017;13:29:49;"Tue, 04 Apr 2017 13:29:54 ";"Tue, 04 Apr 2017 13:29:54 "
252;"49 06 35,36128920";"23 04 31,48995060";607,184000;3848875,7445889;1639732,9193684;4799021,6675793;5432837,9966;1269122,8458;569,6740;" 2,0000 m";2,0940;0,017;0,020;FIXED;13;1,762;0,900;1,515;GAS;04-04-2017;13:29:56;"Tue, 04 Apr 2017 13:30:05 ";"Tue, 04 Apr 2017 13:30:05 "
253;"49 06 35,52068520";"23 04 31,29686340";606,751000;3848873,593856;1639727,7461703;4799024,5639167;5432842,9427;1269118,9576;569,2405;" 2,0000 m";2,0940;0,016;0,020;FIXED;12;1,513;0,900;1,216;OD;04-04-2017;13:30:07;"Tue, 04 Apr 2017 13:30:18 ";"Tue, 04 Apr 2017 13:30:18 "
254;"49 06 35,14071660";"23 04 32,77317420";606,531000;3848869,8894984;1639758,7157534;4799016,7130055;5432831,0369;1269148,8321;569,0227;" 2,0000 m";2,0940;0,019;0,024;FIXED;12;1,771;0,900;1,525;DOR;04-04-2017;13:30:20;"Tue, 04 Apr 2017 13:30:48 ";"Tue, 04 Apr 2017 13:30:48 "
255;"49 06 35,33802240";"23 04 32,92797660";606,726000;3848864,536801;1639759,8481942;4799020,8507923;5432837,1146;1269152,0058;569,2174;" 2,0000 m";2,0940;0,019;0,023;FIXED;8;2,825;1,700;2,256;DOR;04-04-2017;13:30:50;"Tue, 04 Apr 2017 13:30:58 ";"Tue, 04 Apr 2017 13:30:58 "
VRSx_WEST_783;"49 07 01,30044036";"23 08 02,40935964";717,2180;3846706,0838588;1643458,0547285;4799629,4219208;;;;" 2,0000 m";2,0940;;;;;;;;"* Base *";04-04-2017;13:31:00;;
256;"49 06 50,15947860";"23 07 58,23330600";758,836000;3847003,7156561;1643493,1114919;4799435,5891112;5433273,2304;1273317,9532;721,5722;" 2,0000 m";2,0940;0,014;0,030;FIXED;14;1,493;0,800;1,260;MEG;04-04-2017;13:31:00;"Tue, 04 Apr 2017 14:15:11 ";"Tue, 04 Apr 2017 14:15:11 "
257;"49 06 50,12353440";"23 07 59,77055220";764,593000;3846995,7043137;1643523,5926129;4799439,2145716;5433271,9688;1273349,1217;727,3309;" 2,0000 m";2,0940;0,013;0,029;FIXED;15;1,463;0,700;1,285;MEG;04-04-2017;14:15:13;"Tue, 04 Apr 2017 14:17:06 ";"Tue, 04 Apr 2017 14:17:06 "
258;"49 06 50,12927880";"23 07 59,89975800";765,034000;3846994,8168598;1643526,0630914;4799439,6641429;5433272,1335;1273351,7428;727,7720;" 2,0000 m";2,0940;0,012;0,022;FIXED;15;1,472;0,700;1,295;MEGSUS;04-04-2017;14:17:08;"Tue, 04 Apr 2017 14:17:53 ";"Tue, 04 Apr 2017 14:17:53 "
259;"49 06 47,20106760";"23 08 00,43477140";764,807000;3847053,3134994;1643562,8540765;4799380,274421;5433181,6198;1273362,1597;727,4782;" 2,0000 m";2,0940;0,011;0,020;FIXED;15;1,631;0,700;1,473;MEG;04-04-2017;14:17:55;"Tue, 04 Apr 2017 14:19:21 ";"Tue, 04 Apr 2017 14:19:21 "
260;"49 06 47,19274080";"23 08 00,37664460";764,369000;3847053,6918722;1643561,7337249;4799379,7748948;5433181,3683;1273360,9797;727,0402;" 2,0000 m";2,0940;0,011;0,019;FIXED;14;1,570;0,800;1,351;MEG;04-04-2017;14:19:48;"Tue, 04 Apr 2017 14:19:49 ";"Tue, 04 Apr 2017 14:19:49 "
261;"49 06 46,34036460";"23 08 00,50760000";766,519000;3847072,2509588;1643572,5509226;4799364,162252;5433155,0235;1273363,5079;729,1920;" 2,0000 m";2,0940;0,012;0,023;FIXED;12;1,760;0,900;1,513;MEG;04-04-2017;14:19:51;"Tue, 04 Apr 2017 14:20:31 ";"Tue, 04 Apr 2017 14:20:31 "
262;"49 06 46,34057040";"23 08 00,58917120";766,950000;3847071,8559926;1643574,1812671;4799364,4922502;5433155,0219;1273365,1622;729,6231;" 2,0000 m";2,0940;0,013;0,025;FIXED;13;1,695;0,800;1,494;MEGSUS;04-04-2017;14:20:33;"Tue, 04 Apr 2017 14:20:47 ";"Tue, 04 Apr 2017 14:20:47 "
263;"49 06 46,44198600";"23 08 00,01719720";763,922000;3847072,4126219;1643561,8039753;4799364,2540647;5433158,2110;1273353,5780;726,5943;" 2,0000 m";2,0940;0,017;0,037;FIXED;15;1,670;0,700;1,516;MEGSUS;04-04-2017;14:20:49;"Tue, 04 Apr 2017 14:21:18 ";"Tue, 04 Apr 2017 14:21:18 "
264;"49 06 46,61988120";"23 07 59,71911960";762,647000;3847070,1992347;1643554,2841666;4799366,8878338;5433163,7359;1273347,5598;725,3186;" 2,0000 m";2,0940;0,011;0,021;FIXED;14;1,636;0,800;1,427;MEGSUS;04-04-2017;14:21:21;"Tue, 04 Apr 2017 14:21:55 ";"Tue, 04 Apr 2017 14:21:55 "
265;"49 06 46,61760960";"23 07 59,71879740";762,630000;3847070,2403614;1643554,2946306;4799366,829042;5433163,6658;1273347,5529;725,3017;" 2,0000 m";2,0940;0,011;0,020;FIXED;14;1,637;0,800;1,428;MEG;04-04-2017;14:21:57;"Tue, 04 Apr 2017 14:22:03 ";"Tue, 04 Apr 2017 14:22:03 "
266;"49 06 46,45116600";"23 07 59,96236740";763,699000;3847072,5181055;1643560,6397504;4799364,2711287;5433158,5000;1273352,4675;726,3712;" 2,0000 m";2,0940;0,012;0,022;FIXED;13;1,639;0,800;1,430;MEG;04-04-2017;14:22:05;"Tue, 04 Apr 2017 14:22:15 ";"Tue, 04 Apr 2017 14:22:15 "
267;"49 06 46,84174560";"23 07 59,59665120";761,876000;3847065,9455022;1643549,7658028;4799370,7918342;5433170,6019;1273345,1094;724,5471;" 2,0000 m";2,0940;0,011;0,021;FIXED;11;2,377;1,000;2,156;MEG;04-04-2017;14:22:17;"Tue, 04 Apr 2017 14:22:33 ";"Tue, 04 Apr 2017 14:22:33 "
268;"49 06 47,08418820";"23 07 59,64462840";760,504000;3847059,5298584;1643548,0830494;4799374,6576328;5433178,0868;1273346,1187;723,1746;" 2,0000 m";2,0940;0,016;0,029;FIXED;14;1,997;0,800;1,830;MEG;04-04-2017;14:22:35;"Tue, 04 Apr 2017 14:23:34 ";"Tue, 04 Apr 2017 14:23:34 "
269;"49 06 47,38463580";"23 07 59,21487600";760,041000;3847056,2220685;1643537,1916145;4799380,3836905;5433187,4105;1273337,4485;722,7106;" 2,0000 m";2,0940;0,014;0,030;FIXED;12;3,040;1,100;2,834;MEG;04-04-2017;14:23:36;"Tue, 04 Apr 2017 14:23:47 ";"Tue, 04 Apr 2017 14:23:47 "
270;"49 06 48,15867900";"23 07 58,74564660";759,559000;3847043,044803;1643521,2131376;4799395,6730728;5433211,3686;1273328,0487;722,2266;" 2,0000 m";2,0940;0,014;0,027;FIXED;11;2,099;0,900;1,896;MEG;04-04-2017;14:23:49;"Tue, 04 Apr 2017 14:24:18 ";"Tue, 04 Apr 2017 14:24:18 "
271;"49 06 48,86458560";"23 07 58,55247900";757,821000;3847028,3752998;1643510,685775;4799408,6348946;5433233,1947;1273324,2371;720,4870;" 2,0000 m";2,0940;0,015;0,029;FIXED;10;2,438;1,000;2,223;MEG;04-04-2017;14:24:20;"Tue, 04 Apr 2017 14:24:37 ";"Tue, 04 Apr 2017 14:24:37 "
272;"49 06 49,10580840";"23 07 58,52216400";757,701000;3847023,3632675;1643507,8759612;4799413,4224816;5433240,6496;1273323,6585;720,3665;" 2,0000 m";2,0940;0,014;0,027;FIXED;14;1,651;0,800;1,444;MEG;04-04-2017;14:24:39;"Tue, 04 Apr 2017 14:24:56 ";"Tue, 04 Apr 2017 14:24:56 "
273;"49 06 49,22645160";"23 07 58,46854020";757,874000;3847021,3033134;1643505,8132487;4799415,993066;5433244,3818;1273322,5891;720,5392;" 2,0000 m";2,0940;0,017;0,034;FIXED;14;1,654;0,800;1,448;MEG;04-04-2017;14:24:58;"Tue, 04 Apr 2017 14:25:48 ";"Tue, 04 Apr 2017 14:25:48 "
274;"49 06 49,94923680";"23 07 58,23633240";758,850000;3847008,2158854;1643495,1007987;4799431,3479482;5433266,7331;1273317,9884;721,5135;" 2,0000 m";2,0940;0,013;0,025;FIXED;12;2,852;1,000;2,671;MEG;04-04-2017;14:25:51;"Tue, 04 Apr 2017 14:26:41 ";"Tue, 04 Apr 2017 14:26:41 "
275;"49 06 53,40133800";"23 07 56,14736820";740,852000;3846939,8762768;1643419,8344727;4799487,5527094;5433373,5841;1273276,1391;703,5795;" 2,0000 m";2,0940;0,012;0,024;FIXED;14;1,662;0,800;1,457;MEG;04-04-2017;14:26:43;"Tue, 04 Apr 2017 14:29:30 ";"Tue, 04 Apr 2017 14:29:30 "
276;"49 06 53,32122600";"23 07 56,14309440";741,260000;3846941,8767148;1643420,5948081;4799486,2410856;5433371,1097;1273276,0404;703,9877;" 2,0000 m";2,0940;0,012;0,023;FIXED;14;1,662;0,800;1,457;MEGSUS;04-04-2017;14:29:33;"Tue, 04 Apr 2017 14:30:01 ";"Tue, 04 Apr 2017 14:30:01 "
277;"49 06 53,58148680";"23 07 56,02765500";739,577000;3846936,1930536;1643415,6208135;4799490,2318721;5433379,1611;1273273,7385;702,3040;" 2,0000 m";2,0940;0,012;0,025;FIXED;14;1,662;0,800;1,457;MEG;04-04-2017;14:30:03;"Tue, 04 Apr 2017 14:30:29 ";"Tue, 04 Apr 2017 14:30:29 "
278;"49 06 53,57691000";"23 07 56,01468120";739,558000;3846936,3832955;1643415,4159583;4799490,1249525;5433379,0210;1273273,4747;702,2850;" 2,0000 m";2,0940;0,011;0,023;FIXED;14;1,662;0,800;1,457;MEG;04-04-2017;14:30:31;"Tue, 04 Apr 2017 14:30:55 ";"Tue, 04 Apr 2017 14:30:55 "
279;"49 06 53,63627520";"23 07 55,94944440";739,066000;3846935,3317614;1643413,5279969;4799490,9535117;5433380,8613;1273272,1607;701,7928;" 2,0000 m";2,0940;0,012;0,025;FIXED;14;1,662;0,800;1,457;MEGSUS;04-04-2017;14:30:57;"Tue, 04 Apr 2017 14:31:06 ";"Tue, 04 Apr 2017 14:31:06 "
280;"49 06 53,83414080";"23 07 56,62503600";740,101000;3846926,3218065;1643424,5785477;4799495,7373644;5433386,9073;1273285,8905;702,8281;" 2,0000 m";2,0940;0,011;0,022;FIXED;15;1,681;0,700;1,528;MEG;04-04-2017;14:31:08;"Tue, 04 Apr 2017 14:31:37 ";"Tue, 04 Apr 2017 14:31:37 "
281;"49 06 53,70164220";"23 07 56,79001020";740,935000;3846928,3554313;1643429,0856984;4799493,6884151;5433382,7978;1273289,2161;703,6625;" 2,0000 m";2,0940;0,011;0,022;FIXED;14;1,574;0,700;1,410;MEG;04-04-2017;14:31:39;"Tue, 04 Apr 2017 14:31:53 ";"Tue, 04 Apr 2017 14:31:53 "
282;"49 06 53,91704040";"23 07 57,26613120";740,657000;3846919,7678174;1643435,9174885;4799497,834163;5433389,4051;1273298,9035;703,3846;" 2,0000 m";2,0940;0,011;0,023;FIXED;14;1,846;0,800;1,664;MEG;04-04-2017;14:31:55;"Tue, 04 Apr 2017 14:32:11 ";"Tue, 04 Apr 2017 14:32:11 "
283;"49 06 54,05937540";"23 07 57,13629960";739,735000;3846917,1899435;1643431,9528677;4799500,015496;5433393,8149;1273296,2921;702,4621;" 2,0000 m";2,0940;0,011;0,022;FIXED;13;2,038;0,800;1,874;MEG;04-04-2017;14:32:13;"Tue, 04 Apr 2017 14:32:23 ";"Tue, 04 Apr 2017 14:32:23 "
284;"49 06 54,43309320";"23 07 57,83154900";738,864000;3846903,098751;1643441,2661341;4799506,9145421;5433405,2914;1273310,4468;701,5911;" 2,0000 m";2,0940;0,011;0,023;FIXED;14;1,849;0,800;1,667;MEG;04-04-2017;14:32:25;"Tue, 04 Apr 2017 14:32:46 ";"Tue, 04 Apr 2017 14:32:46 "
285;"49 06 54,32362200";"23 07 58,02028680";739,729000;3846904,4670507;1643446,013147;4799505,3547143;5433401,8910;1273314,2578;702,4565;" 2,0000 m";2,0940;0,013;0,025;FIXED;14;1,660;0,800;1,454;MEG;04-04-2017;14:32:48;"Tue, 04 Apr 2017 14:32:55 ";"Tue, 04 Apr 2017 14:32:55 "
286;"49 06 54,58224660";"23 07 58,42888560";738,885000;3846895,14821;1643451,0433264;4799509,9466832;5433409,8403;1273322,5824;701,6124;" 2,0000 m";2,0940;0,012;0,026;FIXED;12;1,851;0,800;1,669;MEG;04-04-2017;14:32:57;"Tue, 04 Apr 2017 14:33:07 ";"Tue, 04 Apr 2017 14:33:07 "
287;"49 06 54,68776560";"23 07 58,24069680";738,003000;3846893,8502022;1643446,3384507;4799511,4137309;5433413,1186;1273318,7820;700,7299;" 2,0000 m";2,0940;0,011;0,023;FIXED;11;2,400;1,100;2,133;MEG;04-04-2017;14:33:09;"Tue, 04 Apr 2017 14:33:15 ";"Tue, 04 Apr 2017 14:33:15 "
288;"49 06 54,90619200";"23 07 58,46029320";737,721000;3846887,2389976;1643448,3570604;4799515,6176657;5433419,8446;1273323,2678;700,4477;" 2,0000 m";2,0940;0,013;0,026;FIXED;15;1,999;0,700;1,872;MEG;04-04-2017;14:33:17;"Tue, 04 Apr 2017 14:33:26 ";"Tue, 04 Apr 2017 14:33:26 "
289;"49 06 54,83235960";"23 07 58,68351000";738,608000;3846887,5802935;1643453,4257248;4799514,7951848;5433417,5418;1273327,7833;701,3351;" 2,0000 m";2,0940;0,012;0,024;FIXED;14;1,658;0,800;1,452;MEG;04-04-2017;14:33:28;"Tue, 04 Apr 2017 14:33:34 ";"Tue, 04 Apr 2017 14:33:34 "
290;"49 06 55,21817580";"23 07 59,07166500";738,024000;3846875,8487498;1643456,9742317;4799522,155835;5433429,4223;1273335,7123;700,7507;" 2,0000 m";2,0940;0,014;0,032;FIXED;14;1,656;0,800;1,450;MEG;04-04-2017;14:33:36;"Tue, 04 Apr 2017 14:34:18 ";"Tue, 04 Apr 2017 14:34:18 "
291;"49 06 55,10547480";"23 07 59,12667780";738,694000;3846878,23452;1643459,2067376;4799520,3832791;5433425,9354;1273336,8110;701,4210;" 2,0000 m";2,0940;0,015;0,032;FIXED;13;1,793;0,800;1,605;MEGSUS;04-04-2017;14:34:20;"Tue, 04 Apr 2017 14:34:32 ";"Tue, 04 Apr 2017 14:34:32 "
292;"49 06 55,47366600";"23 07 58,94994780";736,444000;3846870,3796063;1643451,9533491;4799526,1279511;5433437,3270;1273333,2823;699,1700;" 2,0000 m";2,0940;0,014;0,029;FIXED;14;1,654;0,800;1,448;MEG;04-04-2017;14:34:34;"Tue, 04 Apr 2017 14:34:56 ";"Tue, 04 Apr 2017 14:34:56 "
293;"49 06 55,54510560";"23 07 58,90109160";735,925000;3846868,9219616;1643450,2531387;4799527,1802552;5433439,5387;1273332,3023;698,6508;" 2,0000 m";2,0940;0,014;0,029;FIXED;14;1,653;0,800;1,447;MEGSUS;04-04-2017;14:34:58;"Tue, 04 Apr 2017 14:35:08 ";"Tue, 04 Apr 2017 14:35:08 "
294;"49 06 55,54304640";"23 07 58,93636200";735,830000;3846868,6279888;1643450,9054044;4799527,0667903;5433439,4716;1273333,0172;698,5559;" 2,0000 m";2,0940;0,012;0,026;FIXED;13;1,659;0,800;1,453;DOR;04-04-2017;14:35:10;"Tue, 04 Apr 2017 14:35:16 ";"Tue, 04 Apr 2017 14:35:16 "
295;"49 06 55,43056500";"23 07 58,99492380";736,694000;3846871,0975393;1643453,251968;4799525,4453506;5433435,9911;1273334,1879;699,4202;" 2,0000 m";2,0940;0,014;0,028;FIXED;12;1,859;0,800;1,678;DOR;04-04-2017;14:35:18;"Tue, 04 Apr 2017 14:35:23 ";"Tue, 04 Apr 2017 14:35:23 "
296;"49 06 54,97048560";"23 07 59,21071560";739,330000;3846880,8473102;1643462,1763549;4799518,1342929;5433421,7570;1273338,4949;702,0573;" 2,0000 m";2,0940;0,012;0,027;FIXED;14;1,795;0,800;1,607;DOR;04-04-2017;14:35:25;"Tue, 04 Apr 2017 14:35:41 ";"Tue, 04 Apr 2017 14:35:41 "
297;"49 06 57,52466460";"23 07 58,10894040";726,344000;3846826,9454703;1643414,8500972;4799559,9679682;5433500,7696;1273316,5354;689,0650;" 2,0000 m";2,0940;0,021;0,046;FIXED;13;1,873;0,800;1,694;MEG;04-04-2017;14:35:43;"Tue, 04 Apr 2017 14:37:26 ";"Tue, 04 Apr 2017 14:37:26 "
298;"49 06 57,44745180";"23 07 58,12297020";726,994000;3846828,8834721;1643415,987447;4799558,8979794;5433498,3829;1273316,8083;689,7152;" 2,0000 m";2,0940;0,031;0,068;FIXED;12;2,046;1,100;1,725;MEGS;04-04-2017;14:37:29;"Tue, 04 Apr 2017 14:37:39 ";"Tue, 04 Apr 2017 14:37:39 "
299;"49 06 57,45781740";"23 07 57,84292860";726,036000;3846830,315422;1643410,4232214;4799558,3833123;5433498,7307;1273311,1311;688,7569;" 2,0000 m";2,0940;0,019;0,042;FIXED;13;1,971;1,000;1,698;MEGS;04-04-2017;14:37:43;"Tue, 04 Apr 2017 14:38:08 ";"Tue, 04 Apr 2017 14:38:08 "
300;"49 06 57,41167440";"23 07 58,14187800";727,071000;3846829,5476764;1643416,6881923;4799558,2326964;5433497,2758;1273317,1863;689,7922;" 2,0000 m";2,0940;0,020;0,042;FIXED;12;2,316;1,000;2,089;DOR;04-04-2017;14:38:12;"Tue, 04 Apr 2017 14:38:32 ";"Tue, 04 Apr 2017 14:38:32 "
301;"49 06 57,62394000";"23 07 58,10922540";725,809000;3846824,4887246;1643413,8068286;4799561,571054;5433503,8364;1273316,5560;688,5298;" 2,0000 m";2,0940;0,022;0,048;FIXED;10;2,639;1,200;2,350;DOR;04-04-2017;14:38:34;"Tue, 04 Apr 2017 14:38:43 ";"Tue, 04 Apr 2017 14:38:43 "
302;"49 06 57,50082000";"23 07 57,98719020";726,278000;3846828,3879758;1643412,781304;4799559,4358798;5433500,0450;1273314,0629;688,9989;" 2,0000 m";2,0940;0,064;0,134;FIXED;11;2,686;1,300;2,350;OS;04-04-2017;14:38:45;"Tue, 04 Apr 2017 14:38:56 ";"Tue, 04 Apr 2017 14:38:56 "
303;"49 06 57,44239980";"23 07 58,02390600";726,970000;3846829,7668385;1643414,180093;4799558,777672;5433498,2366;1273314,7987;689,6911;" 2,0000 m";2,0940;0,069;0,121;FIXED;10;2,082;1,200;1,702;OS;04-04-2017;14:38:59;"Tue, 04 Apr 2017 14:39:04 ";"Tue, 04 Apr 2017 14:39:04 "
304;"49 06 57,27776760";"23 07 57,33336660";725,143000;3846837,7053437;1643402,3425144;4799554,0671689;5433493,2188;1273300,7710;687,8637;" 2,0000 m";2,0940;0,020;0,050;FIXED;8;4,887;2,000;4,459;OS;04-04-2017;14:39:07;"Tue, 04 Apr 2017 14:39:34 ";"Tue, 04 Apr 2017 14:39:34 "
305;"49 06 56,95008120";"23 07 56,73595140";723,896000;3846848,7533972;1643393,8870687;4799546,4978444;5433483,1546;1273288,6073;686,6168;" 2,0000 m";2,0940;0,081;0,177;FIXED;9;3,765;1,900;3,250;OS;04-04-2017;14:39:37;"Tue, 04 Apr 2017 14:39:59 ";"Tue, 04 Apr 2017 14:39:59 "
306;"49 06 56,74096140";"23 07 56,49383400";724,343000;3846855,4434306;1643391,4054795;4799542,6069172;5433476,7183;1273283,6662;687,0640;" 2,0000 m";2,0940;0,045;0,069;FIXED;11;3,315;0,900;3,190;OS;04-04-2017;14:40:02;"Tue, 04 Apr 2017 14:40:21 ";"Tue, 04 Apr 2017 14:40:21 "
307;"49 06 56,67012060";"23 07 56,51290500";724,684000;3846857,0184097;1643392,4989044;4799541,4321625;5433474,5280;1273284,0423;687,4051;" 2,0000 m";2,0940;0,033;0,050;FIXED;10;1,899;0,900;1,672;OS;04-04-2017;14:40:24;"Tue, 04 Apr 2017 14:40:29 ";"Tue, 04 Apr 2017 14:40:29 "
308;"49 06 56,66969160";"23 07 56,37816840";723,890000;3846857,6232077;1643389,7858241;4799540,8231967;5433474,5280;1273281,3100;686,6110;" 2,0000 m";2,0940;0,029;0,050;FIXED;8;4,015;2,100;3,422;YAR;04-04-2017;14:40:32;"Tue, 04 Apr 2017 14:40:47 ";"Tue, 04 Apr 2017 14:40:47 "
309;"49 06 56,68833120";"23 07 56,40704580";724,086000;3846857,1107223;1643390,2037446;4799541,3483143;5433475,1010;1273281,8984;686,8070;" 2,0000 m";2,0940;0,042;0,081;FIXED;12;1,794;0,800;1,606;MEG;04-04-2017;14:40:50;"Tue, 04 Apr 2017 14:41:15 ";"Tue, 04 Apr 2017 14:41:15 "
310;"49 06 56,73132420";"23 07 56,49359760";724,246000;3846855,5939379;1643391,4645633;4799542,3386959;5433476,4206;1273283,6600;686,9670;" 2,0000 m";2,0940;0,027;0,044;FIXED;14;1,588;0,800;1,372;MEG;04-04-2017;14:41:18;"Tue, 04 Apr 2017 14:41:45 ";"Tue, 04 Apr 2017 14:41:45 "
311;"49 06 56,97849780";"23 07 56,09037840";720,188000;3846851,0546455;1643380,6328704;4799544,2691166;5433484,0961;1273275,5205;682,9081;" 2,0000 m";2,0940;0,022;0,057;FIXED;12;2,759;1,100;2,530;YAR;04-04-2017;14:41:47;"Tue, 04 Apr 2017 14:42:11 ";"Tue, 04 Apr 2017 14:42:11 "
312;"49 06 57,08382360";"23 07 56,00960040";719,522000;3846849,034937;1643377,9885939;4799545,8955194;5433487,3578;1273273,8983;682,2418;" 2,0000 m";2,0940;0,022;0,058;FIXED;11;3,654;1,200;3,451;YAR;04-04-2017;14:42:13;"Tue, 04 Apr 2017 14:42:24 ";"Tue, 04 Apr 2017 14:42:24 "
313;"49 06 57,01773000";"23 07 56,16124320";720,835000;3846850,0367596;1643381,76086;4799545,5516333;5433485,3011;1273276,9634;683,5551;" 2,0000 m";2,0940;0,019;0,045;FIXED;14;1,702;0,700;1,551;MEG;04-04-2017;14:42:27;"Tue, 04 Apr 2017 14:42:41 ";"Tue, 04 Apr 2017 14:42:41 "
314;"49 06 57,12326700";"23 07 56,09821740";719,829000;3846847,6664286;1643379,3582979;4799546,9252549;5433488,5676;1273275,7012;682,5488;" 2,0000 m";2,0940;0,021;0,059;FIXED;15;4,648;0,700;4,595;MEGSUS;04-04-2017;14:42:43;"Tue, 04 Apr 2017 14:42:58 ";"Tue, 04 Apr 2017 14:42:58 "
315;"49 06 58,05531180";"23 07 56,71362600";718,542000;3846821,96804;1643381,9518685;4799564,8001935;5433517,2999;1273288,3205;681,2605;" 2,0000 m";2,0940;0,018;0,039;FIXED;12;2,042;0,900;1,833;MEG;04-04-2017;14:43:14;"Tue, 04 Apr 2017 14:43:53 ";"Tue, 04 Apr 2017 14:43:53 "
316;"49 06 58,43575020";"23 07 56,88827400";716,715000;3846811,3049517;1643381,248152;4799571,112167;5433529,0352;1273291,9191;679,4329;" 2,0000 m";2,0940;0,016;0,034;FIXED;14;1,591;0,700;1,429;MEG;04-04-2017;14:43:55;"Tue, 04 Apr 2017 14:44:09 ";"Tue, 04 Apr 2017 14:44:09 "
317;"49 06 58,07916480";"23 07 58,13979180";723,521000;3846813,0897001;1643409,6111178;4799569,0468635;5433517,8963;1273317,2441;686,2409;" 2,0000 m";2,0940;0,017;0,039;FIXED;14;2,294;0,900;2,110;MEG;04-04-2017;14:44:12;"Tue, 04 Apr 2017 14:44:48 ";"Tue, 04 Apr 2017 14:44:48 "
318;"49 06 58,07739780";"23 07 58,17087300";723,263000;3846812,7247264;1643410,1406512;4799568,8160733;5433517,8387;1273317,8741;685,9829;" 2,0000 m";2,0940;0,016;0,033;FIXED;16;2,223;0,700;2,110;DOR;04-04-2017;14:44:50;"Tue, 04 Apr 2017 14:44:57 ";"Tue, 04 Apr 2017 14:44:57 "
319;"49 06 58,36622940";"23 07 58,29671400";721,706000;3846804,5807553;1643409,4366902;4799573,4797025;5433526,7489;1273320,4692;684,4254;" 2,0000 m";2,0940;0,018;0,036;FIXED;13;1,586;0,800;1,370;DOR;04-04-2017;14:44:59;"Tue, 04 Apr 2017 14:45:09 ";"Tue, 04 Apr 2017 14:45:09 "
